PaymentType,Credit,TotalAmt,domain,sparse,Id,SyncToken,TxnDate,Line,AccountRef_value,AccountRef_name,PurchaseEx_any,MetaData_CreateTime,MetaData_LastUpdatedTime,CurrencyRef_value,CurrencyRef_name,EntityRef_value,EntityRef_name,EntityRef_type,PrivateNote,PrintStatus,DocNumber,RemitToAddr_Id,RemitToAddr_Line1,RemitToAddr_City,RemitToAddr_CountrySubDivisionCode,RemitToAddr_PostalCode,RemitToAddr_Lat,RemitToAddr_Long
Cash,,621.65,QBO,False,21,0,2021-06-06,"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 75.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 25, 'Qty': 3, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 75.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",81,Inventory Asset,"[{'name': '{http://schema.intuit.com/finance/v3}NameValue', 'declaredType': 'com.intuit.schema.finance.v3.NameValue', 'scope': 'javax.xml.bind.JAXBElement$GlobalScope', 'value': {'Name': 'TxnType', 'Value': '100'}, 'nil': False, 'globalScope': True, 'typeSubstituted': False}]",2021-06-06 19:05:57,2021-06-06 19:05:57,USD,United States Dollar,47,Pam Seitz,Vendor,yard three nation,,5709,<bound method Provider.building_number of <faker.providers.address.en_US.Provider object at 0x000001A6B14B6490>>,56234 Sonia Canyon,Baxterburgh,TX,11327,-88.329584,144.836978
Cash,,532.74,QBO,False,22,0,2022-02-02,"[{'Id': '1', 'LineNum': 1, 'Description': 'Sod', 'Amount': 50.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '14', 'name': 'Sod'}, 'UnitPrice': 10, 'Qty': 5, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '2', 'LineNum': 2, 'Description': '2 cubic ft. bag', 'Amount': 50.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '15', 'name': 'Soil'}, 'UnitPrice': 10, 'Qty': 5, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '3', 'LineNum': 3, 'Description': 'Weekly Gardening Service', 'Amount': 87.5, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 25, 'Qty': 3.5, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '4', 'LineNum': 4, 'Description': 'Rock Fountain', 'Amount': 275.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '5', 'name': 'Rock Fountain'}, 'UnitPrice': 275, 'Qty': 1, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '5', 'LineNum': 5, 'Description': 'Fountain Pump', 'Amount': 15.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '11', 'name': 'Pump'}, 'UnitPrice': 15, 'Qty': 1, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 477.5, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",37,Truck,"[{'name': '{http://schema.intuit.com/finance/v3}NameValue', 'declaredType': 'com.intuit.schema.finance.v3.NameValue', 'scope': 'javax.xml.bind.JAXBElement$GlobalScope', 'value': {'Name': 'TxnType', 'Value': '55'}, 'nil': False, 'globalScope': True, 'typeSubstituted': False}]",2022-02-02 06:27:23,2022-02-02 06:27:23,USD,United States Dollar,46,Norton Lumber and Building Materials,Vendor,off white investment,,1192,<bound method Provider.building_number of <faker.providers.address.en_US.Provider object at 0x000001A6B14B6490>>,55522 Bush Unions,Landryburgh,CA,48891,55.2737565,-158.388491
Check,,796.1,QBO,False,23,1,2023-01-21,"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 80.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 20, 'Qty': 4, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 80.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",27,Penalties & Settlements,"[{'name': '{http://schema.intuit.com/finance/v3}NameValue', 'declaredType': 'com.intuit.schema.finance.v3.NameValue', 'scope': 'javax.xml.bind.JAXBElement$GlobalScope', 'value': {'Name': 'TxnType', 'Value': '78'}, 'nil': False, 'globalScope': True, 'typeSubstituted': False}]",2023-01-21 07:22:07,2023-01-21 07:22:07,USD,United States Dollar,48,PG&E,Vendor,research sound red,Not Set,2267,<bound method Provider.building_number of <faker.providers.address.en_US.Provider object at 0x000001A6B14B6490>>,63799 Jason Freeway,South Jacobview,TX,21780,-72.6023675,-23.846168
CreditCard,False,304.41,QBO,False,24,0,2022-04-08,"[{'Id': '1', 'LineNum': 1, 'Description': 'Rock Fountain', 'Amount': 275.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '5', 'name': 'Rock Fountain'}, 'UnitPrice': 275, 'Qty': 1, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Sprinkler Pipes', 'Amount': 16.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '17', 'name': 'Sprinkler Pipes'}, 'UnitPrice': 4, 'Qty': 4, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 291.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",87,Unapplied Cash Payment Income,"[{'name': '{http://schema.intuit.com/finance/v3}NameValue', 'declaredType': 'com.intuit.schema.finance.v3.NameValue', 'scope': 'javax.xml.bind.JAXBElement$GlobalScope', 'value': {'Name': 'TxnType', 'Value': '19'}, 'nil': False, 'globalScope': True, 'typeSubstituted': False}]",2022-04-08 02:01:20,2022-04-08 02:01:20,USD,United States Dollar,33,Chin's Gas and Oil,Vendor,student where particular,,6845,<bound method Provider.building_number of <faker.providers.address.en_US.Provider object at 0x000001A6B14B6490>>,08127 Paul Gateway,West Dennis,TX,26982,58.181327,7.344461
Cash,,293.3,QBO,False,25,0,2023-05-03,"[{'Id': '1', 'LineNum': 1, 'Description': 'Sprinkler Heads', 'Amount': 20.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '16', 'name': 'Sprinkler Heads'}, 'UnitPrice': 2, 'Qty': 10, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Sprinkler Pipes', 'Amount': 24.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '17', 'name': 'Sprinkler Pipes'}, 'UnitPrice': 4, 'Qty': 6, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '3', 'LineNum': 3, 'Description': 'Sod', 'Amount': 1750.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '14', 'name': 'Sod'}, 'UnitPrice': 35, 'Qty': 50, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '4', 'LineNum': 4, 'Description': 'Installation Hours', 'Amount': 400.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '1', 'name': 'Services'}, 'UnitPrice': 50, 'Qty': 8, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 2194.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",13,Meals and Entertainment,"[{'name': '{http://schema.intuit.com/finance/v3}NameValue', 'declaredType': 'com.intuit.schema.finance.v3.NameValue', 'scope': 'javax.xml.bind.JAXBElement$GlobalScope', 'value': {'Name': 'TxnType', 'Value': '39'}, 'nil': False, 'globalScope': True, 'typeSubstituted': False}]",2023-05-03 23:35:45,2023-05-03 23:35:45,USD,United States Dollar,41,Hicks Hardware,Vendor,somebody city so,,7291,<bound method Provider.building_number of <faker.providers.address.en_US.Provider object at 0x000001A6B14B6490>>,8713 Price Knoll,Jennifershire,LA,80585,73.404144,152.510914
CreditCard,False,466.0,QBO,False,26,0,2021-03-29,"[{'Id': '1', 'LineNum': 1, 'Description': 'Sod', 'Amount': 50.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '14', 'name': 'Sod'}, 'UnitPrice': 10, 'Qty': 5, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '2', 'LineNum': 2, 'Description': '2 cubic ft. bag', 'Amount': 50.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '15', 'name': 'Soil'}, 'UnitPrice': 10, 'Qty': 5, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '3', 'LineNum': 3, 'Description': 'Weekly Gardening Service', 'Amount': 87.5, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 25, 'Qty': 3.5, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '4', 'LineNum': 4, 'Description': 'Rock Fountain', 'Amount': 275.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '5', 'name': 'Rock Fountain'}, 'UnitPrice': 275, 'Qty': 1, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '5', 'LineNum': 5, 'Description': 'Fountain Pump', 'Amount': 15.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '11', 'name': 'Pump'}, 'UnitPrice': 15, 'Qty': 1, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 477.5, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",79,Sales of Product Income,"[{'name': '{http://schema.intuit.com/finance/v3}NameValue', 'declaredType': 'com.intuit.schema.finance.v3.NameValue', 'scope': 'javax.xml.bind.JAXBElement$GlobalScope', 'value': {'Name': 'TxnType', 'Value': '60'}, 'nil': False, 'globalScope': True, 'typeSubstituted': False}]",2021-03-29 08:11:26,2021-03-29 08:11:26,USD,United States Dollar,52,Tony Rondonuwu,Vendor,candidate on culture,Not Set,1530,<bound method Provider.building_number of <faker.providers.address.en_US.Provider object at 0x000001A6B14B6490>>,131 Kathryn Gateway,Laceyside,TX,82446,-25.399875,155.309789
CreditCard,False,498.1,QBO,False,27,0,2021-06-16,"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 80.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 20, 'Qty': 4, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 80.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",53,Maintenance and Repair,"[{'name': '{http://schema.intuit.com/finance/v3}NameValue', 'declaredType': 'com.intuit.schema.finance.v3.NameValue', 'scope': 'javax.xml.bind.JAXBElement$GlobalScope', 'value': {'Name': 'TxnType', 'Value': '9'}, 'nil': False, 'globalScope': True, 'typeSubstituted': False}]",2021-06-16 15:29:52,2021-06-16 15:29:52,USD,United States Dollar,41,Hicks Hardware,Vendor,structure finish live,Not Set,8981,<bound method Provider.building_number of <faker.providers.address.en_US.Provider object at 0x000001A6B14B6490>>,36919 Michael Park,Jamesstad,TX,47096,45.878788,-105.442317
Check,,654.17,QBO,False,28,0,2022-06-13,"[{'Id': '1', 'LineNum': 1, 'Description': 'Sprinkler Heads', 'Amount': 30.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '16', 'name': 'Sprinkler Heads'}, 'UnitPrice': 2, 'Qty': 15, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Rock Fountain', 'Amount': 275.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '5', 'name': 'Rock Fountain'}, 'UnitPrice': 275, 'Qty': 1, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 305.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}, {'Amount': 30.5, 'DetailType': 'DiscountLineDetail', 'DiscountLineDetail': {'PercentBased': True, 'DiscountPercent': 10, 'DiscountAccountRef': {'value': '86', 'name': 'Discounts given'}}}]",60,Installation,"[{'name': '{http://schema.intuit.com/finance/v3}NameValue', 'declaredType': 'com.intuit.schema.finance.v3.NameValue', 'scope': 'javax.xml.bind.JAXBElement$GlobalScope', 'value': {'Name': 'TxnType', 'Value': '66'}, 'nil': False, 'globalScope': True, 'typeSubstituted': False}]",2022-06-13 23:26:17,2022-06-13 23:26:17,USD,United States Dollar,41,Hicks Hardware,Vendor,safe indeed onto,,5827,<bound method Provider.building_number of <faker.providers.address.en_US.Provider object at 0x000001A6B14B6490>>,5556 Patricia Spur,Hernandezchester,TX,57230,-54.5884705,-22.880659
Check,,242.49,QBO,False,29,0,2021-02-23,"[{'Id': '1', 'LineNum': 1, 'Description': 'Custom Design', 'Amount': 750.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '4', 'name': 'Design'}, 'UnitPrice': 75, 'Qty': 10, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 750.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",30,Uncategorized Income,"[{'name': '{http://schema.intuit.com/finance/v3}NameValue', 'declaredType': 'com.intuit.schema.finance.v3.NameValue', 'scope': 'javax.xml.bind.JAXBElement$GlobalScope', 'value': {'Name': 'TxnType', 'Value': '38'}, 'nil': False, 'globalScope': True, 'typeSubstituted': False}]",2021-02-23 21:46:05,2021-02-23 21:46:05,USD,United States Dollar,49,Robertson & Associates,Vendor,page coach decide,,1785,<bound method Provider.building_number of <faker.providers.address.en_US.Provider object at 0x000001A6B14B6490>>,725 Roberson Isle Suite 161,Lake Vanessa,LA,94772,81.613610,64.664486
Cash,,366.58,QBO,False,30,0,2021-07-05,"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 50.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 25, 'Qty': 2, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 50.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",29,Equipment Rental,"[{'name': '{http://schema.intuit.com/finance/v3}NameValue', 'declaredType': 'com.intuit.schema.finance.v3.NameValue', 'scope': 'javax.xml.bind.JAXBElement$GlobalScope', 'value': {'Name': 'TxnType', 'Value': '66'}, 'nil': False, 'globalScope': True, 'typeSubstituted': False}]",2021-07-05 16:50:00,2021-07-05 16:50:00,USD,United States Dollar,45,National Eye Care,Vendor,school box none,,6248,<bound method Provider.building_number of <faker.providers.address.en_US.Provider object at 0x000001A6B14B6490>>,655 Schaefer Canyon Suite 380,West Shannon,FL,10415,58.216845,76.193809
Check,,517.7,QBO,False,31,0,2021-01-30,"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 75.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 25, 'Qty': 3, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 75.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",5,Fees Billed,"[{'name': '{http://schema.intuit.com/finance/v3}NameValue', 'declaredType': 'com.intuit.schema.finance.v3.NameValue', 'scope': 'javax.xml.bind.JAXBElement$GlobalScope', 'value': {'Name': 'TxnType', 'Value': '65'}, 'nil': False, 'globalScope': True, 'typeSubstituted': False}]",2021-01-30 22:48:22,2021-01-30 22:48:22,USD,United States Dollar,33,Chin's Gas and Oil,Vendor,crime thing out,,8130,<bound method Provider.building_number of <faker.providers.address.en_US.Provider object at 0x000001A6B14B6490>>,09543 Martin Views Suite 874,Perryview,FL,24506,42.433741,24.210599
Check,,537.1,QBO,False,32,0,2021-07-03,"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 75.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 25, 'Qty': 3, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 75.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",60,Installation,"[{'name': '{http://schema.intuit.com/finance/v3}NameValue', 'declaredType': 'com.intuit.schema.finance.v3.NameValue', 'scope': 'javax.xml.bind.JAXBElement$GlobalScope', 'value': {'Name': 'TxnType', 'Value': '63'}, 'nil': False, 'globalScope': True, 'typeSubstituted': False}]",2021-07-03 15:19:36,2021-07-03 15:19:36,USD,United States Dollar,49,Robertson & Associates,Vendor,book positive under,Not Set,2419,<bound method Provider.building_number of <faker.providers.address.en_US.Provider object at 0x000001A6B14B6490>>,820 Samantha View,Kaylaport,TX,71386,-48.636245,-104.174548
CreditCard,False,997.42,QBO,False,33,1,2022-04-11,"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 80.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 20, 'Qty': 4, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 80.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",70,Bookkeeper,"[{'name': '{http://schema.intuit.com/finance/v3}NameValue', 'declaredType': 'com.intuit.schema.finance.v3.NameValue', 'scope': 'javax.xml.bind.JAXBElement$GlobalScope', 'value': {'Name': 'TxnType', 'Value': '26'}, 'nil': False, 'globalScope': True, 'typeSubstituted': False}]",2022-04-11 10:19:21,2022-04-11 10:19:21,USD,United States Dollar,50,Tania's Nursery,Vendor,sister life there,,1679,<bound method Provider.building_number of <faker.providers.address.en_US.Provider object at 0x000001A6B14B6490>>,4289 Christian Pike,Brittanyberg,LA,19169,-1.582190,146.650574
Check,,844.57,QBO,False,34,0,2023-01-20,"[{'Id': '1', 'LineNum': 1, 'Description': 'Rock Fountain', 'Amount': 275.0, 'LinkedTxn': [{'TxnId': '41', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '5', 'name': 'Rock Fountain'}, 'UnitPrice': 275, 'Qty': 1, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Custom Design', 'Amount': 262.5, 'LinkedTxn': [{'TxnId': '41', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '4', 'name': 'Design'}, 'UnitPrice': 75, 'Qty': 3.5, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '3', 'LineNum': 3, 'Description': 'Fountain Pump', 'Amount': 45.0, 'LinkedTxn': [{'TxnId': '41', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '11', 'name': 'Pump'}, 'UnitPrice': 22.5, 'Qty': 2, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 582.5, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",5,Fees Billed,"[{'name': '{http://schema.intuit.com/finance/v3}NameValue', 'declaredType': 'com.intuit.schema.finance.v3.NameValue', 'scope': 'javax.xml.bind.JAXBElement$GlobalScope', 'value': {'Name': 'TxnType', 'Value': '97'}, 'nil': False, 'globalScope': True, 'typeSubstituted': False}]",2023-01-20 08:01:30,2023-01-20 08:01:30,USD,United States Dollar,45,National Eye Care,Vendor,detail site likely,Not Set,4235,<bound method Provider.building_number of <faker.providers.address.en_US.Provider object at 0x000001A6B14B6490>>,77155 Eric Stream,New Elizabeth,FL,78459,22.303718,-29.906720
Check,,569.12,QBO,False,35,1,2022-06-06,"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 50.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 25, 'Qty': 2, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Pest Control Services', 'Amount': 35.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '10', 'name': 'Pest Control'}, 'UnitPrice': 35, 'Qty': 1, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '3', 'LineNum': 3, 'Description': 'Sod', 'Amount': 131.25, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '14', 'name': 'Sod'}, 'UnitPrice': 8.75, 'Qty': 15, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 216.25, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",55,Automobile,"[{'name': '{http://schema.intuit.com/finance/v3}NameValue', 'declaredType': 'com.intuit.schema.finance.v3.NameValue', 'scope': 'javax.xml.bind.JAXBElement$GlobalScope', 'value': {'Name': 'TxnType', 'Value': '56'}, 'nil': False, 'globalScope': True, 'typeSubstituted': False}]",2022-06-06 17:23:01,2022-06-06 17:23:01,USD,United States Dollar,48,PG&E,Vendor,generation south single,Not Set,2668,<bound method Provider.building_number of <faker.providers.address.en_US.Provider object at 0x000001A6B14B6490>>,695 Harold Landing,Mendezfort,LA,93979,25.8430785,150.106260
Cash,,381.45,QBO,False,36,0,2023-07-02,"[{'Id': '1', 'LineNum': 1, 'Description': 'Sprinkler Pipes', 'Amount': 48.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '17', 'name': 'Sprinkler Pipes'}, 'UnitPrice': 4, 'Qty': 12, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Sprinkler Pipes', 'Amount': 60.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '17', 'name': 'Sprinkler Pipes'}, 'UnitPrice': 4, 'Qty': 15, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '3', 'LineNum': 3, 'Description': 'Garden Rocks', 'Amount': 48.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '13', 'name': 'Rocks'}, 'UnitPrice': 12, 'Qty': 4, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 156.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",64,Decks and Patios,"[{'name': '{http://schema.intuit.com/finance/v3}NameValue', 'declaredType': 'com.intuit.schema.finance.v3.NameValue', 'scope': 'javax.xml.bind.JAXBElement$GlobalScope', 'value': {'Name': 'TxnType', 'Value': '62'}, 'nil': False, 'globalScope': True, 'typeSubstituted': False}]",2023-07-02 13:42:47,2023-07-02 13:42:47,USD,United States Dollar,42,Lee Advertising,Vendor,support trial area,,3744,<bound method Provider.building_number of <faker.providers.address.en_US.Provider object at 0x000001A6B14B6490>>,9177 Travis Port Suite 659,Pooleshire,CA,99712,43.7068755,174.003545
CreditCard,False,557.2,QBO,False,37,0,2023-10-12,"[{'Id': '1', 'LineNum': 1, 'Description': 'Pest Control Services', 'Amount': 70.0, 'LinkedTxn': [{'TxnId': '46', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '10', 'name': 'Pest Control'}, 'UnitPrice': 35, 'Qty': 2, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 70.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",58,Job Expenses,"[{'name': '{http://schema.intuit.com/finance/v3}NameValue', 'declaredType': 'com.intuit.schema.finance.v3.NameValue', 'scope': 'javax.xml.bind.JAXBElement$GlobalScope', 'value': {'Name': 'TxnType', 'Value': '34'}, 'nil': False, 'globalScope': True, 'typeSubstituted': False}]",2023-10-12 17:04:00,2023-10-12 17:04:00,USD,United States Dollar,51,Tim Philip Masonry,Vendor,picture play lot,,5470,<bound method Provider.building_number of <faker.providers.address.en_US.Provider object at 0x000001A6B14B6490>>,37170 Reid Viaduct Suite 233,Wilsonbury,TX,16033,-28.653495,-46.279555
